"","date","time","post_id","title","description","total_clicks","other_clicks","photo_views","link_clicks","three_second_video_plays","comments","likes","shares","engagements","reach","impressions","hidden_unique_negative_comments","all_hidden_unique_negative_comments"
"407","07/24/2022","12:07",586155846367022,"Actualización de estado","Martin Loser lol
*Faiths hard, works harder*",106,44,62,NA,0,0,23,5,28,2014,2078,NA,NA
"408","07/25/2022","09:07",586675039648436,"Fotos de la biografía","",125,46,79,NA,0,0,55,17,72,2273,2329,NA,1
"409","07/26/2022","12:07",587363959579544,"Actualización de estado","",229,189,40,NA,0,5,78,10,93,2641,2699,NA,NA
"410","07/26/2022","15:07",587435166239090,"","",654,573,81,NA,0,23,209,25,257,9755,10178,NA,NA
"411","07/27/2022","07:07",587828016199805,"Actualización de estado","",49,39,10,NA,0,1,13,2,16,1621,1678,NA,NA
"412","07/27/2022","18:07",588118189504121,"Actualización de estado","",119,52,67,NA,0,0,9,0,9,1693,1785,NA,NA
"413","07/28/2022","11:07",588598206122786,"","",87,32,55,NA,0,1,23,2,26,1877,1884,NA,NA
"414","07/30/2022","14:07",589921355990471,"Actualización de estado","",45,33,12,NA,0,0,12,4,16,1468,1486,NA,NA
"415","07/30/2022","17:07",589974392651834,"Actualización de estado","",187,161,26,NA,0,1,29,4,34,2049,2070,NA,NA
"416","07/31/2022","00:07",590149979300942,"Actualización de estado","",85,53,32,NA,0,1,50,9,60,2079,2079,NA,NA
"417","07/31/2022","11:07",590469989268941,"Actualización de estado","",23,23,NA,NA,0,0,1,1,2,967,1013,NA,NA
"418","07/31/2022","22:07",590723142576959,"","OC",1859,1367,492,NA,0,18,713,137,868,35053,36241,NA,NA
"419","08/01/2022","15:08",591178629198077,"","How many scoops of pre-workout does it take to get out of an existential crisis? 
3.5, but it'll be back in 6 hours.",30,30,NA,NA,0,3,17,2,22,1253,1311,NA,NA
"420","08/01/2022","20:08",591288342520439,"","third (best) critique meme",70,45,25,NA,0,1,38,10,49,2085,2187,NA,NA
"421","08/03/2022","09:08",592252232424050,"Actualización de estado","",245,178,67,NA,0,1,135,34,170,2447,2515,NA,NA
"422","08/03/2022","18:08",592465802402693,"Actualización de estado","",73,61,12,NA,0,1,35,3,39,1744,1804,NA,NA
"423","08/04/2022","20:08",593154492333824,"","Guys, it's important that you learn how to be a RATIONAL person through Cognitive CBT therapy.
O.C.",157,89,68,NA,0,8,72,18,98,3386,3629,NA,NA
"424","08/05/2022","13:08",593612235621383,"","Low effort meme expressing my minor enlightenment from meditation today.",59,53,6,NA,0,13,25,4,42,1684,1936,NA,NA
"425","08/07/2022","14:08",594968965485710,"Actualización de estado","",524,424,100,NA,0,4,78,9,91,3259,3418,NA,NA
"426","08/07/2022","15:08",594981232151150,"Actualización de estado","We've been looking for america for a while now. Let us know if anyone finds it okay?",82,58,24,NA,0,3,20,4,27,1360,1464,NA,NA
"427","08/08/2022","17:08",595725352076738,"Actualización de estado","",133,102,31,NA,0,4,113,17,134,2556,2703,NA,NA
"428","08/09/2022","09:08",596150882034185,"Actualización de estado","",416,184,232,NA,0,0,61,14,75,2942,3051,NA,NA
"429","08/10/2022","09:08",596785911970682,"Actualización de estado","",158,90,68,NA,0,3,26,6,35,2313,2418,NA,NA
"430","08/10/2022","10:08",596815968634343,"Actualización de estado","",116,97,19,NA,0,1,16,0,17,1240,1308,NA,NA
"431","08/10/2022","17:08",596965728619367,"Fotos de la biografía","I'm dying. I need Disco Elysium memes to live. Please",148,100,48,NA,0,1,22,2,25,1902,1971,NA,NA
"432","08/11/2022","12:08",597507705231836,"","",1726,1434,292,NA,0,73,610,67,750,17374,18485,NA,1
"433","08/11/2022","12:08",597511678564772,"Actualización de estado","",325,240,85,NA,0,3,124,15,142,2942,3091,NA,NA
"434","08/12/2022","13:08",598209895161617,"","Freudmin just finished his intro to social work final and can now return to the abyss",25,17,8,NA,0,0,27,4,31,1378,1476,NA,NA
"435","08/13/2022","10:08",598765578439382,"Actualización de estado","",103,53,50,NA,0,2,23,0,25,2155,2277,NA,NA
"436","08/14/2022","13:08",599518205030786,"Actualización de estado","",156,105,51,NA,0,1,59,11,71,2963,3056,NA,NA
"437","08/14/2022","16:08",599595448356395,"Actualización de estado","acSHUAlly, voting is the highest form of avant-garde nihilist performative meme art",81,49,31,1,0,0,47,9,56,1938,1999,NA,NA
"438","08/14/2022","22:08",599744401674833,"Actualización de estado","",138,79,59,NA,0,1,34,9,44,2477,2565,NA,NA
"439","08/15/2022","09:08",487625580032663,"Actualización de estado","You will get these hands my friend",284,162,122,NA,0,3,93,19,115,3504,3604,NA,NA
"440","08/16/2022","10:08",488331829962038,"Actualización de estado","",279,174,105,NA,0,3,67,10,80,2454,2595,NA,NA
"441","08/16/2022","11:08",488368283291726,"Actualización de estado","",67,67,NA,NA,0,0,18,1,19,1456,1525,NA,NA
"442","08/16/2022","16:08",488498576612030,"Asian Spiritual Shitposting (ASS)","",172,24,148,NA,0,0,26,5,31,1637,1725,NA,NA
"443","08/16/2022","20:08",488612553267299,"Actualización de estado","",142,53,89,NA,0,2,35,9,46,1723,1862,NA,NA
"444","08/16/2022","21:08",488626483265906,"","Sorry for the textwall. Source is Madness and Civilization, pp. 22-23.",278,81,197,NA,0,1,77,27,105,6610,6655,NA,NA
"445","08/17/2022","10:08",489059913222563,"Actualización de estado","Found in the Archives",708,294,414,NA,0,9,178,26,213,4090,4237,NA,NA
"446","08/17/2022","13:08",489137396548148,"","Alexa, play the faculty-scaring philosophy.",20879,11843,9036,NA,0,723,3701,538,4962,130003,136221,2,2
"447","08/18/2022","13:08",489895389805682,"Actualización de estado","",100,36,64,NA,0,0,28,3,31,1580,1657,NA,NA
"448","08/18/2022","16:08",489981333130421,"Actualización de estado","",482,147,335,NA,0,3,107,19,129,2734,2928,NA,NA
"449","08/19/2022","20:08",490845909710630,"Actualización de estado","",105,49,56,NA,0,0,23,3,26,1799,1883,NA,NA
"450","08/20/2022","21:08",491726876289200,"Actualización de estado","",98,38,60,NA,0,0,19,2,21,2063,2128,NA,NA
"451","08/22/2022","07:08",492661856195702,"Actualización de estado","",357,184,173,NA,0,10,137,21,168,3630,3796,NA,NA
"452","08/22/2022","09:08",492749732853581,"Actualización de estado","",496,228,267,1,0,6,38,3,47,3250,3303,NA,NA
"453","08/23/2022","11:08",493510712777483,"Actualización de estado","",65,42,23,NA,0,0,16,1,17,1200,1249,NA,NA
"454","08/24/2022","14:08",494341902694364,"Actualización de estado","Oh look three different pictures of me",216,101,115,NA,0,8,43,8,59,1910,2005,NA,NA
"455","08/24/2022","17:08",494426769352544,"Actualización de estado","",117,65,52,NA,0,1,70,13,84,2504,2569,NA,NA
"456","08/25/2022","05:08",494766315985256,"Actualización de estado","Lacan?",100,53,47,NA,0,0,24,5,29,1985,2044,NA,NA
"457","08/25/2022","22:08",495346382593916,"Actualización de estado","I'm still bitter about this. There is an alternate timeline where the zombie fad ended with an actually good adaptation of this book and is maybe remembered somewhat fondly. Instead it ended with a truly mediocre adaptation of the Walking Dead comics and is a joke of a genre.",952,393,559,NA,0,8,45,4,57,3279,3384,NA,NA
"458","08/26/2022","11:08",495795825882305,"Actualización de estado","",83,28,55,NA,0,0,30,3,33,1890,1951,NA,NA
"459","08/27/2022","14:08",496603325801555,"Actualización de estado","",319,174,145,NA,0,2,46,7,55,2414,2536,NA,NA
"460","08/28/2022","14:08",497404412388113,"Actualización de estado","Damn straight. Other admins need not comment.",1000,282,717,1,0,4,67,11,82,2980,3076,NA,NA
"461","08/30/2022","08:08",498711545590733,"Actualización de estado","",619,329,290,NA,0,5,180,21,206,4188,4298,1,1
"462","08/30/2022","12:08",498846978910523,"Actualización de estado","",140,69,71,NA,0,1,46,4,51,2304,2332,NA,NA
"463","08/30/2022","12:08",498851928910028,"Fotos de la biografía","",158,96,62,NA,0,1,59,12,72,2282,2320,NA,NA
"464","08/30/2022","18:08",499019548893266,"","Was with my grandma and she asked me ""Have you heard of Gen Z? What's that?"" 
I didn't really know what to say.",55,25,30,NA,0,1,45,9,55,1704,1736,NA,NA
"465","08/31/2022","12:08",499598868835334,"Actualización de estado","",75,33,42,NA,0,0,21,4,25,1948,2036,NA,NA
"466","08/31/2022","13:08",499659705495917,"Actualización de estado","How do you do fellow KINGS?",146,86,60,NA,0,1,34,2,37,1956,2013,NA,NA
"467","08/31/2022","18:08",499795438815677,"","Anti philosophy philosopher gang rise up",208,135,73,NA,0,10,125,14,149,3907,4087,1,NA
"468","09/01/2022","17:09",500543562074198,"Actualización de estado","",166,83,83,NA,0,1,44,9,54,2556,2575,NA,NA
"469","09/01/2022","18:09",500591008736120,"","Guys, I think I'm feeling Jews Ents. 😥",15,12,3,NA,0,0,14,2,16,990,1045,NA,NA
"470","09/02/2022","09:09",501083265353561,"Actualización de estado","",910,447,463,NA,0,18,186,22,226,4674,4836,NA,NA
"471","09/02/2022","12:09",501160338679187,"","OC. Enjoy responsibly",60,33,27,NA,0,6,25,4,35,1400,1476,NA,NA
"472","09/02/2022","14:09",501221212006433,"Actualización de estado","",247,126,117,4,0,0,109,30,139,2570,2696,NA,NA
"473","09/03/2022","06:09",501160768679144,"","M(O)re La(C)an memes",103,78,25,NA,0,3,44,7,54,1412,1469,NA,NA
"474","09/03/2022","20:09",502122288582992,"","Uncle Ted, known among mathematicians for his work on so called ""Kazynski Convergence,"" 
O.C.",117,85,32,NA,0,4,36,2,42,1907,1946,NA,NA
"475","09/04/2022","06:09",502436371884917,"","I was in the middle of taking a screenshot to make into a meme when this ad popped up and the meme literally made itself.
The 20-second flashbacks in Shadow of Mordor were literally a better adaptation than this.
OC",497,184,313,NA,0,8,13,0,21,2344,2498,NA,NA
"476","09/04/2022","09:09",502588171869737,"Actualización de estado","",60,60,NA,NA,0,1,39,5,45,1314,1365,NA,NA
"477","09/04/2022","10:09",502620451866509,"Actualización de estado","",65,29,32,4,0,1,12,0,13,1744,1797,NA,NA
"478","09/05/2022","05:09",503215178473703,"","OC",72,25,47,NA,0,1,55,13,69,2085,2164,NA,NA
"479","09/06/2022","18:09",504443811684173,"","Here's one for all you mathbros",144,77,67,NA,0,2,68,6,76,2645,2725,NA,NA
"480","09/07/2022","05:09",504775951650959,"","OC",58,25,33,NA,0,0,53,9,62,2376,2406,NA,NA
"481","09/07/2022","09:09",504992454962642,"Actualización de estado","",59,59,NA,NA,0,0,33,5,38,1860,1967,NA,NA
"482","09/08/2022","12:09",505901661538388,"","",857,451,406,NA,0,21,485,133,639,12465,13314,NA,NA
"483","09/09/2022","05:09",506467768148444,"","OC",1127,126,1001,NA,0,0,41,6,47,3329,3531,NA,NA
"484","09/09/2022","17:09",506913018103919,"","Jk jk... Unless?",85,20,65,NA,0,0,87,18,105,2507,2685,NA,NA
"485","09/10/2022","08:09",507495341379020,"","",60,18,42,NA,0,0,24,2,26,1744,1797,NA,NA
"486","09/10/2022","11:09",507618798033341,"","",230,135,95,NA,0,3,85,13,101,3041,3169,NA,NA
"487","09/10/2022","19:09",507846684677219,"Actualización de estado","",205,77,125,3,0,3,51,11,65,2584,2659,NA,NA
"488","09/11/2022","07:09",508238451304709,"","""Do the reading? No bro, I just think like, deep thoughts all the time instead""",630,231,399,NA,0,9,135,16,160,4332,4514,NA,NA
"489","09/11/2022","09:09",508327471295807,"Actualización de estado","",897,176,721,NA,0,2,38,8,48,3764,3876,NA,NA
"490","09/12/2022","08:09",509187207876500,"","No context O.C",301,163,138,NA,0,2,144,24,170,3028,3196,NA,NA
"491","09/12/2022","13:09",509380721190482,"","",666,277,389,NA,0,33,253,42,328,6587,6587,NA,NA
"492","09/13/2022","12:09",510225044439383,"Sigmund Freud's Dank Meme Stash 2: Daddy's Return","",164,63,101,NA,0,0,47,16,63,2450,2536,NA,NA
"493","09/14/2022","17:09",511211554340732,"Actualización de estado","",453,290,163,NA,0,3,139,15,157,3762,3762,1,NA
"494","09/17/2022","13:09",513637644098123,"Actualización de estado","",68,43,25,NA,0,0,21,2,23,1366,1371,NA,1
"495","09/19/2022","13:09",515350300593524,"Actualización de estado","",593,354,239,NA,0,5,94,12,111,4075,4120,1,NA
"496","09/19/2022","14:09",515397447255476,"","New Semester Got me like..",57,21,36,NA,0,1,48,16,65,1552,1613,NA,NA
"497","09/19/2022","19:09",515536483908239,"","",173,83,90,NA,0,7,81,8,96,2389,2517,NA,NA
"498","09/20/2022","05:09",515851507210070,"","",30,7,23,NA,0,0,32,5,37,1023,1078,NA,NA
"499","09/20/2022","15:09",516295670498987,"Actualización de estado","",108,42,66,NA,0,0,29,3,32,1995,2043,NA,NA
"500","09/21/2022","15:09",517207650407789,"Actualización de estado","",370,105,265,NA,0,3,55,15,73,2963,3047,NA,NA
"501","09/22/2022","11:09",517995016995719,"Actualización de estado","",234,69,165,NA,0,0,51,4,55,2497,2598,1,NA
"502","09/22/2022","11:09",518004340328120,"Actualización de estado","Very nice colorization",60,16,44,NA,0,0,12,2,14,1382,1454,NA,NA
"503","09/23/2022","16:09",519155146879706,"Actualización de estado","",444,79,365,NA,0,0,38,6,44,2255,2268,NA,NA
"504","09/24/2022","15:09",520034416791779,"Actualización de estado","",161,58,103,NA,0,1,23,3,27,1615,1672,NA,NA
"505","09/25/2022","15:09",520904586704762,"Sigmund Freud's Dank Meme Stash 2: Daddy's Return","",117,55,62,NA,0,1,40,3,44,2046,2082,NA,NA
"506","09/26/2022","15:09",521830356612185,"Actualización de estado","",1513,319,1194,NA,0,5,175,24,204,4891,4903,1,NA
"507","09/27/2022","15:09",522708376524383,"Kant’s Critical Shitposting","",73,49,24,NA,0,0,14,0,14,1358,1400,NA,NA
"508","09/28/2022","13:09",523565639771990,"Fotos subidas con el móvil","",92,44,48,NA,0,2,35,5,42,1732,1742,NA,NA
"509","09/28/2022","14:09",523603856434835,"","I will not elaborate.",87,47,40,NA,0,7,65,9,81,1818,1936,NA,NA
"510","09/28/2022","20:09",523830236412197,"Actualización de estado","",322,173,149,NA,0,2,120,30,152,3595,3671,NA,NA
"511","09/29/2022","07:09",524238779704676,"","POV you are an individual with anxious attachment doing a theory of mind Test",24,14,10,NA,0,1,3,1,5,791,833,NA,1
"512","09/29/2022","08:09",524307329697821,"Actualización de estado","",55,39,16,NA,0,1,39,4,44,1307,1324,NA,NA
"513","09/29/2022","10:09",524396189688935,"Actualización de estado","",201,93,108,NA,0,0,36,6,42,2573,2573,NA,NA
"514","09/29/2022","19:09",524758199652734,"","",6085,987,5098,NA,0,37,772,251,1060,25120,25394,NA,NA
"515","09/30/2022","12:09",525464089582145,"Actualización de estado","",227,107,120,NA,0,1,62,6,69,2871,2937,NA,NA
"516","09/30/2022","16:09",525604306234790,"","Recently, some Japanese engineers decided to try putting googly eyes on self driving cars to see if it improved the way that they interacted with people.

An unintentional side-effect, the cars look anxious AF.",21,5,16,NA,0,0,16,3,19,977,1003,NA,NA
"517","09/30/2022","18:09",525664729562081,"Actualización de estado","",50,25,25,NA,0,1,19,8,28,1320,1334,NA,NA
"518","07/17/2022","15:07",581661953483078,"Actualización de estado","",79,52,27,NA,0,3,34,5,42,1148,1227,NA,NA
"519","07/01/2022","11:07",570886214560652,"","Ethics minors seething",208,189,19,NA,0,12,116,13,141,2976,3229,NA,NA
"520","07/01/2022","16:07",570983694550904,"","Master Chief's romantic attachment to Cortana is both Oedipal- because she was made to look like his surrogate mother, and incestuous, because Cortana is herself the 'Daughter' of Master Chief's 'Mother', and thus his sister.",49,49,NA,NA,0,6,17,5,28,1341,1404,NA,NA
"521","07/02/2022","18:07",571700577812549,"Actualización de estado","",143,88,55,NA,0,2,101,24,127,2577,2661,NA,NA
"522","07/03/2022","16:07",572338464415427,"Actualización de estado","",41,29,12,NA,0,0,26,4,30,1127,1182,NA,NA
"523","07/03/2022","20:07",572433724405901,"Actualización de estado","",82,38,44,NA,0,0,33,6,39,1547,1639,NA,NA
"524","07/04/2022","19:07",573022381013702,"Actualización de estado","Funk Valhalla",290,97,193,NA,0,2,15,3,20,2193,2320,NA,NA
"525","07/04/2022","19:07",573027467679860,"Actualización de estado","",115,78,37,NA,0,1,18,1,20,1468,1526,NA,NA
"526","07/05/2022","07:07",573382210977719,"Actualización de estado","",82,33,49,NA,0,0,14,1,15,1318,1346,NA,NA
"527","07/05/2022","14:07",573584180957522,"How to Gain Muscle Mass Even Though You Are Going to Die","",181,111,NA,70,0,17,115,21,153,1801,1937,NA,NA
"528","07/05/2022","15:07",573593034289970,"Slavoj Žižek Dank Meme & Discussion Stash: The Phoenix","",65,65,NA,NA,217,1,11,0,12,645,682,NA,NA
"529","07/06/2022","15:07",574202507562356,"Actualización de estado","No, it's the Gemeinsamesdasein Spot, a metaphysical concept described in German philosophy, like Heidegger.",118,118,NA,NA,0,1,45,6,52,1512,1630,NA,NA
"530","07/06/2022","17:07",574255950890345,"Actualización de estado","They can't keep getting away with it",148,124,24,NA,0,1,41,11,53,2285,2393,NA,NA
"531","07/06/2022","23:07",574413434207930,"","'luv meat
'luv dairy
'ate vegetables

Simple as",46,35,11,NA,0,4,13,1,18,1074,1146,NA,NA
"532","07/07/2022","09:07",574744077508199,"Actualización de estado","",85,52,32,1,0,0,26,8,34,873,930,NA,NA
"533","07/07/2022","10:07",574777970838143,"Actualización de estado","",54,31,23,NA,0,0,42,8,50,1189,1257,NA,NA
"534","07/08/2022","11:07",575530807429526,"Actualización de estado","Here at Philosophical Gym Bro, we are both",222,185,37,NA,0,9,171,20,200,3197,3267,NA,NA
"535","07/08/2022","17:07",575685890747351,"Actualización de estado","",62,35,27,NA,0,0,46,5,51,1746,1871,NA,NA
"536","07/08/2022","22:07",575823167400290,"Actualización de estado","",26,17,9,NA,0,0,9,1,10,936,996,NA,NA
"537","07/09/2022","09:07",576179610697979,"Actualización de estado","",125,84,41,NA,0,0,44,8,52,2085,2166,NA,NA
"538","07/09/2022","09:07",576185624030711,"Actualización de estado","",126,105,21,NA,0,6,25,3,34,1923,2022,NA,2
"539","07/10/2022","11:07",576914807291126,"Actualización de estado","Uhh based",110,87,23,NA,0,3,54,5,62,2022,2126,NA,NA
"540","07/11/2022","14:07",577665847216022,"Actualización de estado","",87,46,41,NA,0,0,52,12,64,1799,1879,NA,NA
"541","07/11/2022","22:07",577880713861202,"Actualización de estado","",51,31,20,NA,0,0,14,0,14,1155,1245,NA,NA
"542","07/12/2022","22:07",578530283796245,"Fotos subidas con el móvil","",31,18,13,NA,0,0,6,4,10,1086,1158,NA,NA
"543","07/12/2022","23:07",578580030457937,"Actualización de estado","",341,256,85,NA,0,6,214,39,259,3187,3341,NA,NA
"544","07/13/2022","08:07",578863013762972,"Meme Symposium","",261,134,127,NA,0,2,123,14,139,2405,2522,NA,NA
"545","07/14/2022","22:07",579856120330328,"Actualización de estado","",147,107,40,NA,0,1,66,21,88,2535,2703,NA,NA
"546","07/16/2022","11:07",580934813555792,"Tiamat's Tavern (Memes for D&D)","Reposting this classic",82,38,44,NA,0,0,39,14,53,1946,2047,NA,NA
"547","07/16/2022","12:07",580970826885524,"Actualización de estado","",61,40,21,NA,0,0,24,5,29,1657,1752,NA,NA
"548","07/16/2022","13:07",580987036883903,"Actualización de estado","Downward into the abyss dog",17,15,2,NA,0,2,7,1,10,814,858,NA,NA
"549","07/17/2022","11:07",581577790158161,"","OC",34,19,15,NA,0,0,20,3,23,1426,1486,NA,NA
"550","07/17/2022","14:07",581643190151621,"Actualización de estado","",67,50,17,NA,0,0,31,5,36,1770,1821,NA,NA
"551","07/01/2022","08:07",570785094570764,"Actualización de estado","",82,61,21,NA,0,1,6,0,7,1209,1267,NA,NA
"552","10/09/2022","14:10",534652701996617,"Actualización de estado","",149,70,79,NA,0,0,78,7,85,2027,2055,NA,NA
"553","10/09/2022","17:10",534781915317029,"Wild Green Memes for Ecological Fiends","",452,139,313,NA,0,3,74,9,86,2723,2841,NA,NA
"554","10/09/2022","21:10",534939345301286,"","",305,163,142,NA,0,16,169,22,207,4785,5025,1,NA
"555","10/09/2022","23:10",534996931962194,"","And I love them all.",291,181,110,NA,0,6,215,27,248,5426,5700,NA,NA
"556","10/10/2022","12:10",535522465242974,"Actualización de estado","Showing up to freshman classes as a supersenior",48,29,18,1,0,0,10,0,10,1378,1429,NA,NA
"557","10/10/2022","12:10",535541008574453,"Actualización de estado","",147,147,NA,NA,637,2,36,0,38,1221,1289,NA,NA
"558","10/10/2022","13:10",535557451906142,"","OC",312,199,113,NA,0,7,100,24,131,4340,4558,1,NA
"559","10/11/2022","23:10",536915308437023,"Actualización de estado","",91,91,NA,NA,258,1,11,0,12,728,757,NA,NA
"560","10/12/2022","05:10",537127938415760,"","Being into the Harry Potter MBTI is redundant because it is already proof of being a slushbrain Hufflepuff
OC",92,50,42,NA,0,1,5,0,6,1366,1411,NA,NA
"561","10/13/2022","01:10",537984841663403,"","Life and death are a single breath.
You breathe in,
Then you breathe out.",64,64,NA,NA,0,5,36,5,46,1880,1975,NA,NA
"562","10/13/2022","16:10",538653158263238,"Actualización de estado","",80,51,29,NA,0,0,17,2,19,1358,1411,NA,NA
"563","10/15/2022","14:10",540568738071680,"Actualización de estado","",368,133,229,6,0,1,94,17,112,3630,3821,NA,NA
"564","10/20/2022","09:10",544808414314379,"Actualización de estado","",324,172,152,NA,0,4,78,9,91,3187,3238,NA,NA
"565","10/20/2022","17:10",545076490954238,"Wild Green Memes for Ecological Fiends","",212,81,131,NA,0,0,92,17,109,1948,2018,NA,NA
"566","10/20/2022","19:10",545141644281056,"Actualización de estado","",259,129,127,3,0,7,65,8,80,2819,2863,NA,NA
"567","10/21/2022","16:10",545906324204588,"","",285,285,NA,NA,0,6,85,0,91,1902,1923,NA,NA
"568","10/21/2022","20:10",546017064193514,"Actualización de estado","",222,69,153,NA,0,0,60,14,74,2514,2566,NA,NA
"569","10/21/2022","20:10",546028350859052,"Sigmund Freud's Dank Meme Stash 2: Daddy's Return","",350,202,148,NA,0,1,82,10,93,2693,2731,NA,NA
"570","10/21/2022","20:10",546045404190680,"","OC",9804,3772,6032,NA,0,67,1998,298,2363,93755,95313,1,NA
"571","10/22/2022","11:10",546604777468076,"","OC",157,118,39,NA,0,1,43,3,47,2077,2136,NA,NA
"572","10/23/2022","17:10",547699394025281,"Actualización de estado","",521,165,350,6,0,3,147,26,176,3802,3906,NA,NA
"573","10/23/2022","17:10",547704190691468,"Actualización de estado","",310,139,171,NA,0,0,156,19,175,3381,3432,NA,NA
"574","10/24/2022","14:10",548506997277854,"","",257,103,154,NA,0,1,31,4,36,1830,1880,NA,NA
"575","10/26/2022","12:10",550339723761248,"","The two figures in the background represent his internal demons, mocking him for his ignorance.",14,4,10,NA,0,0,16,1,17,896,952,NA,NA
"576","10/26/2022","16:10",550481423747078,"Actualización de estado","",347,92,255,NA,0,1,43,3,47,1739,1752,NA,NA
"577","10/26/2022","22:10",550681253727095,"","OC. I believe this quote comes from Seminar 22...",492,307,185,NA,0,13,198,27,238,6333,6513,NA,NA
"578","10/27/2022","13:10",551306113664609,"Actualización de estado","",597,286,311,NA,0,12,334,69,415,4704,4839,1,NA
"579","10/27/2022","16:10",551433310318556,"","Semi-Autobiographical O.C.",3055,2042,1012,1,0,68,271,46,385,9424,9424,2,NA
"580","10/28/2022","05:10",551454290316458,"","OC",29,27,2,NA,0,1,15,1,17,329,347,NA,NA
"581","10/29/2022","05:10",551645086964045,"","Submitted by a fan",30,30,NA,NA,0,1,21,0,22,248,272,NA,NA
"582","10/30/2022","01:10",553542266774327,"Actualización de estado","",53,25,28,NA,0,0,26,3,29,2000,2000,NA,NA
"583","11/01/2022","12:11",555703539891533,"Actualización de estado","",70,29,41,NA,0,0,17,3,20,1842,1900,NA,NA
"584","11/01/2022","20:11",555941169867770,"Actualización de estado","",113,51,62,NA,0,0,53,9,62,1432,1444,NA,NA
"585","11/02/2022","05:11",556235843171636,"","OC",400,236,164,NA,0,14,176,23,213,4286,4286,NA,NA
"586","11/03/2022","05:11",557074019754485,"","Not pictured: Me complaining about automated chashiers literally everytime I go to the store
OC",56,41,15,NA,0,3,29,2,34,1290,1294,NA,NA
"587","11/04/2022","10:11",558237072971513,"","OC",813,515,298,NA,0,33,624,86,743,13176,14253,NA,NA
"588","11/04/2022","14:11",558362066292347,"Actualización de estado","",109,61,48,NA,0,3,59,4,66,1941,1952,NA,NA
"589","11/04/2022","18:11",558502129611674,"Actualización de estado","",209,80,116,13,0,1,24,3,28,2301,2354,NA,NA
"590","11/05/2022","04:11",558837479578139,"","OC",158,97,61,NA,0,3,66,14,83,2963,3014,NA,NA
"591","11/05/2022","15:11",559198469542040,"Actualización de estado","",223,102,121,NA,0,1,154,23,178,3240,3329,NA,NA
"592","11/05/2022","21:11",559375842857636,"Scientific Methodposting","I like that this is not even a bad playlist",639,123,516,NA,0,6,59,9,74,3391,3439,NA,NA
"593","11/05/2022","21:11",559384239523463,"Actualización de estado","",112,45,67,NA,0,0,43,5,48,1998,2031,NA,NA
"594","11/05/2022","22:11",559425749519312,"Fotos de la biografía","",41,20,21,NA,0,0,21,2,23,1011,1035,NA,NA
"595","11/05/2022","22:11",559430349518852,"","OC",5,4,1,NA,0,0,5,1,6,563,574,NA,NA
"596","11/06/2022","08:11",559801512815069,"","O.c. submitted by one of it coolest fans.",1580,277,1303,NA,0,16,249,33,298,8592,9001,NA,NA
"597","11/06/2022","14:11",560005526128001,"Actualización de estado","",99,42,56,1,0,0,31,12,43,1907,1985,NA,NA
"598","11/07/2022","04:11",560438816084672,"","OC",1169,97,1072,NA,0,2,124,11,137,6947,7169,NA,NA
"599","11/07/2022","11:11",560759996052554,"Actualización de estado","",112,112,NA,NA,485,1,25,0,26,1039,1055,NA,NA
"600","11/07/2022","18:11",560997412695479,"","Low-hanging Fruit O.C.",133,39,94,NA,0,4,167,25,196,5387,5398,NA,NA
"601","11/09/2022","05:11",562219965906557,"","OC",1460,218,1242,NA,0,3,46,6,55,3612,3670,NA,NA
"602","11/09/2022","17:11",562661965862357,"","",816,65,751,NA,0,0,83,11,94,3471,3602,NA,NA
"603","11/09/2022","17:11",562662769195610,"Actualización de estado","",165,69,96,NA,0,0,78,11,89,2896,3007,NA,NA
"604","11/09/2022","17:11",562663679195519,"Actualización de estado","",75,28,47,NA,0,0,23,3,26,1604,1649,NA,NA
"605","11/10/2022","18:11",563589055769648,"Actualización de estado","Bob Esponja a psyop to infect children with epicureanism?
It's more likely than you think.",149,104,45,NA,0,1,35,5,41,1430,1479,NA,NA
"606","11/10/2022","19:11",563622415766312,"","Could one of y'all carry this over to our neighbors in Hell/unknowable angels Facebook?",215,33,182,NA,0,2,17,3,22,1394,1468,NA,NA
"607","11/12/2022","18:11",565277645600789,"Actualización de estado","",71,32,39,NA,0,0,37,3,40,1772,1853,NA,NA
"608","11/14/2022","07:11",566570055471548,"Actualización de estado","",124,63,61,NA,0,2,55,9,66,2366,2449,NA,NA
"609","11/15/2022","16:11",567720698689817,"","OC",60,26,34,NA,0,6,72,7,85,2316,2375,NA,NA
"610","11/16/2022","05:11",568347671960453,"","OC",8,7,1,NA,0,1,7,2,10,929,972,NA,NA
"611","11/16/2022","13:11",568770615251492,"","Existence is weird",1524,745,779,NA,0,42,709,185,936,16926,17234,NA,1
"612","11/17/2022","13:11",569750105153543,"Actualización de estado","",276,199,77,NA,0,1,36,2,39,2322,2347,NA,NA
"613","11/17/2022","17:11",569868278475059,"Actualización de estado","Golden past goes brrrrrr",121,50,71,NA,0,1,60,2,63,2052,2082,NA,NA
"614","11/18/2022","23:11",571052638356623,"Actualización de estado","",65,44,21,NA,0,0,13,2,15,979,1024,NA,NA
"615","11/19/2022","12:11",571572984971255,"Actualización de estado","",102,102,NA,NA,597,0,37,0,37,1108,1133,NA,NA
"616","11/19/2022","13:11",571602254968328,"Actualización de estado","",27,15,12,NA,0,0,7,0,7,907,953,NA,1
